Image,PSNR_Gaussian,PSNR_Median,PSNR_Bilateral
503_img_.png,30.167639737198535,33.81553572566149,30.756738861163054
504_img_.png,30.22568569580573,34.12569678627973,30.966054295418314
505_img_.png,30.453384909474845,35.32541369282843,30.965235788207185
506_img_.png,27.42651911958149,26.819565167810172,28.888769907812673
507_img_.png,28.628981595893187,28.906210592663506,29.026754891609038
508_img_.png,29.723829977125504,31.14200089835124,29.68898445098987
509_img_.png,29.459252759377073,30.29727512224429,29.3834190978127
50_img_.png,29.419194804106766,30.61691807717171,29.389097168451407
510_img_.png,29.768328969385266,31.820999130385665,29.874399702272196
511_img_.png,28.095648038802963,27.62784683444349,28.70402127031184
512_img_.png,25.6908126394606,24.837562737680273,28.049210512808337
513_img_.png,24.90484033495659,23.305706411805094,25.999032438460546
